customerid,gender,age,under30,seniorcitizen,married,dependents,numberofdependents,country,state,city,zipcode,latitude,longitude,population,quarter,referredafriend,numberofreferrals,offer,phoneservice,avgmonthlylongdistancecharges,multiplelines,internetservice,internettype,avgmonthlygbdownload,onlinesecurity,onlinebackup,deviceprotectionplan,premiumtechsupport,streamingtv,streamingmovies,streamingmusic,unlimiteddata,contract,paperlessbilling,paymentmethod,monthlycharge,satisfactionscore,customerstatus,churnlabel,churnscore,cltv,churncategory,churnreason,ingestiondate,customer_joined_date
6917-YACBP,Female,80,No,Yes,No,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,No,0,Offer B,Yes,25.57,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,89.75,3,Stayed,No,70,5170,,,2025-03-13,2020-04-13 00:00:00
4223-WOZCM,Male,71,No,Yes,No,No,0,United States,California,Carmel,93923,36.460611,-121.852507,13121,Q3,No,0,Offer E,Yes,37.97,No,Yes,DSL,9,No,No,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,49.95,5,Joined,No,78,5251,,,2025-03-13,2025-01-13 00:00:00
5917-RYRMG,Male,79,No,Yes,No,No,0,United States,California,Jolon,93928,35.930782,-121.189757,254,Q3,No,0,,Yes,25.89,No,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,4,Stayed,No,78,3836,,,2025-03-13,2022-07-13 00:00:00
8224-DWCKX,Male,78,No,Yes,No,No,0,United States,California,Burlingame,94010,37.57028,-122.365778,40346,Q3,No,0,,Yes,43.4,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,73.3,4,Stayed,No,38,5159,,,2025-03-13,2024-03-13 00:00:00
1768-HNVGJ,Female,80,No,Yes,No,No,0,United States,California,Mountain View,94043,37.419725,-122.062947,27822,Q3,No,0,Offer B,Yes,18.46,Yes,Yes,Cable,3,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,70.05,3,Stayed,No,43,4223,,,2025-03-13,2021-06-13 00:00:00
4395-PZMSN,Male,67,No,Yes,No,No,0,United States,California,San Gregorio,94074,37.331762,-122.341444,291,Q3,No,0,Offer E,Yes,18.38,No,Yes,Fiber Optic,15,No,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,85.55,4,Stayed,No,48,2850,,,2025-03-13,2024-10-13 00:00:00
5446-DKWYW,Female,74,No,Yes,Yes,Yes,1,United States,California,San Francisco,94103,37.773147,-122.411287,23036,Q3,Yes,9,Offer B,Yes,39.31,Yes,Yes,DSL,10,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,65.2,4,Stayed,No,30,6238,,,2025-03-13,2020-02-13 00:00:00
8107-KNCIM,Male,73,No,Yes,Yes,No,0,United States,California,San Francisco,94111,37.801776,-122.402293,3337,Q3,Yes,8,,Yes,45.46,Yes,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.1,4,Stayed,No,66,3771,,,2025-03-13,2024-01-13 00:00:00
5451-YHYPW,Female,75,No,Yes,Yes,No,0,United States,California,San Francisco,94129,37.797526,-122.464531,2240,Q3,Yes,2,Offer A,Yes,44.89,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,115.75,3,Stayed,No,50,6205,,,2025-03-13,2019-03-13 00:00:00
7629-WFGLW,Female,80,No,Yes,Yes,No,0,United States,California,Palo Alto,94301,37.444314,-122.149996,16198,Q3,Yes,10,Offer B,Yes,11.55,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,95.65,3,Stayed,No,20,6335,,,2025-03-13,2020-07-13 00:00:00
8818-DOPVL,Female,65,No,Yes,No,No,0,United States,California,El Cerrito,94530,37.924838,-122.289145,23141,Q3,No,0,Offer B,Yes,41.17,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.45,3,Stayed,No,76,4103,,,2025-03-13,2021-05-13 00:00:00
7044-YAACC,Male,70,No,Yes,Yes,No,0,United States,California,Napa,94559,38.232389,-122.324944,26894,Q3,Yes,5,,Yes,6.03,No,Yes,Fiber Optic,8,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,70.2,5,Stayed,No,53,4444,,,2025-03-13,2024-11-13 00:00:00
8189-XRIKE,Female,80,No,Yes,No,No,0,United States,California,Newark,94560,37.504133,-122.032347,42491,Q3,No,0,Offer C,Yes,31.57,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,90.95,4,Stayed,No,52,5936,,,2025-03-13,2022-07-13 00:00:00
3740-RLMVT,Male,79,No,Yes,Yes,No,0,United States,California,Saint Helena,94574,38.581354,-122.296283,9423,Q3,Yes,7,Offer A,Yes,42.07,No,Yes,Cable,12,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.95,3,Stayed,No,41,5792,,,2025-03-13,2019-08-13 00:00:00
2186-QZEYA,Female,68,No,Yes,No,No,0,United States,California,San Leandro,94579,37.687264,-122.15728,19815,Q3,No,0,Offer C,Yes,8.88,Yes,Yes,DSL,22,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,58.55,3,Stayed,No,30,2044,,,2025-03-13,2022-10-13 00:00:00
5599-HVLTW,Female,73,No,Yes,No,No,0,United States,California,Oakland,94609,37.834341,-122.26437,21097,Q3,No,0,,Yes,7.34,Yes,Yes,Fiber Optic,3,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.35,4,Stayed,No,39,3276,,,2025-03-13,2024-01-13 00:00:00
9208-OLGAQ,Female,70,No,Yes,No,No,0,United States,California,Berkeley,94709,37.878554,-122.26609,10147,Q3,No,0,,Yes,25.7,No,Yes,Fiber Optic,23,No,No,Yes,No,No,Yes,No,No,Two Year,Yes,Bank Withdrawal,84.95,4,Stayed,No,74,3878,,,2025-03-13,2023-09-13 00:00:00
3244-CQPHU,Female,77,No,Yes,No,No,0,United States,California,Berkeley,94710,37.872902,-122.303708,8157,Q3,No,0,Offer A,Yes,14.12,Yes,Yes,Fiber Optic,23,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.1,4,Stayed,No,57,5232,,,2025-03-13,2019-03-13 00:00:00
2674-MLXMN,Female,73,No,Yes,No,No,0,United States,California,Richmond,94801,37.945288,-122.383941,28450,Q3,No,0,Offer A,Yes,34.36,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,99.65,4,Stayed,No,77,4241,,,2025-03-13,2019-04-13 00:00:00
9708-HPXWZ,Male,74,No,Yes,No,No,0,United States,California,El Sobrante,94803,37.963995,-122.288296,25399,Q3,No,0,,No,0.0,No,Yes,DSL,4,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,45.4,5,Stayed,No,68,2599,,,2025-03-13,2024-10-13 00:00:00
5792-JALQC,Female,78,No,Yes,No,No,0,United States,California,San Rafael,94901,37.972662,-122.491452,40239,Q3,No,0,Offer B,Yes,34.0,Yes,Yes,DSL,3,Yes,No,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,59.85,3,Stayed,No,71,5085,,,2025-03-13,2020-11-13 00:00:00
2675-OTVVJ,Male,76,No,Yes,Yes,No,0,United States,California,Novato,94945,38.135897,-122.563683,16429,Q3,Yes,5,Offer C,Yes,46.06,Yes,Yes,Fiber Optic,18,Yes,No,No,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,89.45,4,Stayed,No,68,5597,,,2025-03-13,2022-08-13 00:00:00
0537-QYZZN,Male,66,No,Yes,Yes,Yes,2,United States,California,Petaluma,94952,38.237018,-122.77872,31930,Q3,Yes,6,Offer C,Yes,4.06,Yes,Yes,Fiber Optic,28,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.85,3,Stayed,No,36,3412,,,2025-03-13,2023-03-13 00:00:00
3340-QBBFM,Male,65,No,Yes,Yes,No,0,United States,California,Petaluma,94954,38.235021,-122.557332,35419,Q3,Yes,9,Offer C,Yes,47.16,No,Yes,DSL,28,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,54.1,3,Stayed,No,48,4017,,,2025-03-13,2022-03-13 00:00:00
2277-VWCNI,Female,65,No,Yes,No,No,0,United States,California,Brookdale,95007,37.106902,-122.100006,1007,Q3,No,0,,Yes,31.13,Yes,Yes,DSL,15,No,No,No,No,No,No,No,Yes,Two Year,No,Mailed Check,48.75,3,Stayed,No,25,3048,,,2025-03-13,2024-11-13 00:00:00
7576-JMYWV,Female,76,No,Yes,Yes,Yes,1,United States,California,San Martin,95046,37.084697,-121.606417,5671,Q3,Yes,7,Offer B,Yes,20.42,Yes,Yes,Fiber Optic,16,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,110.2,3,Stayed,No,55,4162,,,2025-03-13,2021-05-13 00:00:00
5227-JSCFE,Male,74,No,Yes,Yes,No,0,United States,California,Scotts Valley,95066,37.070177,-122.010077,14574,Q3,Yes,9,Offer A,No,0.0,No,Yes,DSL,19,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,46.35,4,Stayed,No,28,5421,,,2025-03-13,2019-04-13 00:00:00
1608-GMEWB,Male,76,No,Yes,No,No,0,United States,California,Stockton,95215,37.946282,-121.139499,23789,Q3,No,0,Offer B,Yes,15.65,Yes,Yes,Fiber Optic,18,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,93.9,4,Stayed,No,58,3960,,,2025-03-13,2021-06-13 00:00:00
2665-NPTGL,Female,79,No,Yes,Yes,No,0,United States,California,Sheep Ranch,95250,38.244806,-120.417301,88,Q3,Yes,8,Offer C,Yes,18.66,Yes,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.1,4,Stayed,No,38,3114,,,2025-03-13,2023-01-13 00:00:00
0442-ZXKVS,Female,79,No,Yes,Yes,No,0,United States,California,Denair,95316,37.524721,-120.757977,5513,Q3,Yes,2,Offer B,Yes,43.71,Yes,Yes,Fiber Optic,12,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,115.6,3,Stayed,No,45,4337,,,2025-03-13,2020-09-13 00:00:00
0575-CUQOV,Male,76,No,Yes,Yes,No,0,United States,California,Hilmar,95324,37.394536,-120.890747,7177,Q3,Yes,10,Offer B,Yes,17.05,No,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,97.95,4,Stayed,No,29,6150,,,2025-03-13,2020-03-13 00:00:00
5329-KRDTM,Male,73,No,Yes,Yes,No,0,United States,California,Long Barn,95335,38.109125,-120.078597,683,Q3,Yes,4,Offer A,Yes,33.68,Yes,Yes,DSL,10,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,77.35,4,Stayed,No,29,6202,,,2025-03-13,2019-03-13 00:00:00
0707-HOVVN,Female,79,No,Yes,No,No,0,United States,California,Mi Wuk Village,95346,38.121601,-120.133915,1278,Q3,No,0,Offer A,Yes,47.27,Yes,Yes,Cable,3,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.5,4,Stayed,No,62,6024,,,2025-03-13,2019-05-13 00:00:00
9518-XXBXE,Male,80,No,Yes,Yes,No,0,United States,California,Patterson,95363,37.410236,-121.320337,15536,Q3,Yes,7,,Yes,25.13,No,Yes,Fiber Optic,30,Yes,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,75.3,4,Stayed,No,41,4254,,,2025-03-13,2024-05-13 00:00:00
0423-UDIJQ,Male,74,No,Yes,No,No,0,United States,California,Snelling,95369,37.521708,-120.426843,1158,Q3,No,0,,Yes,7.11,No,Yes,DSL,12,No,No,No,Yes,No,No,No,Yes,Two Year,No,Mailed Check,49.2,4,Stayed,No,22,2145,,,2025-03-13,2024-06-13 00:00:00
9029-FEGVJ,Female,68,No,Yes,Yes,No,0,United States,California,Escondido,92027,33.141265,-116.967221,48690,Q3,Yes,2,Offer C,Yes,2.17,Yes,Yes,Fiber Optic,11,No,No,Yes,No,No,No,No,Yes,Two Year,No,Mailed Check,79.3,3,Stayed,No,27,5242,,,2025-03-13,2022-07-13 00:00:00
8999-XXGNS,Female,70,No,Yes,Yes,No,0,United States,California,Healdsburg,95448,38.618347,-122.908422,17979,Q3,Yes,7,Offer A,Yes,18.15,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,105.75,5,Stayed,No,53,5832,,,2025-03-13,2019-03-13 00:00:00
0471-ARVMX,Female,70,No,Yes,Yes,No,0,United States,California,Kelseyville,95451,38.93496,-122.792243,9902,Q3,Yes,8,Offer B,Yes,22.74,Yes,Yes,Fiber Optic,18,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.85,3,Stayed,No,68,5061,,,2025-03-13,2020-01-13 00:00:00
7524-VRLPL,Male,71,No,Yes,No,No,0,United States,California,Manchester,95459,38.966713,-123.586412,586,Q3,No,0,Offer A,Yes,13.36,Yes,Yes,Cable,10,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,74.1,3,Stayed,No,34,4204,,,2025-03-13,2019-06-13 00:00:00
4884-TVUQF,Female,80,No,Yes,No,No,0,United States,California,Occidental,95465,38.415003,-122.998726,1880,Q3,No,0,Offer B,Yes,36.89,Yes,Yes,Fiber Optic,17,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101.3,4,Stayed,No,48,4421,,,2025-03-13,2020-06-13 00:00:00
8065-BVEPF,Male,80,No,Yes,No,No,0,United States,California,Yorkville,95494,38.888351,-123.239647,335,Q3,No,0,Offer B,Yes,18.23,No,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.1,4,Stayed,No,52,4574,,,2025-03-13,2019-10-13 00:00:00
6350-XFYGW,Male,80,No,Yes,No,No,0,United States,California,Ferndale,95536,40.4785,-124.301372,2965,Q3,No,0,,Yes,19.0,No,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.75,4,Stayed,No,44,2757,,,2025-03-13,2024-11-13 00:00:00
8755-IWJHN,Male,73,No,Yes,Yes,No,0,United States,California,Honeydew,95545,40.342928,-124.063329,82,Q3,Yes,5,,Yes,49.91,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35,3,Stayed,No,21,6132,,,2025-03-13,2019-06-13 00:00:00
4480-QQRHC,Female,72,No,Yes,No,No,0,United States,California,Hydesville,95547,40.557314,-124.081662,1201,Q3,No,0,,Yes,2.18,No,Yes,Fiber Optic,13,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.05,3,Stayed,No,79,4899,,,2025-03-13,2024-07-13 00:00:00
0929-PECLO,Female,74,No,Yes,No,No,0,United States,California,Klamath,95548,41.572813,-124.035011,1215,Q3,No,0,Offer B,Yes,41.8,Yes,Yes,Fiber Optic,16,No,No,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.6,4,Stayed,No,38,4438,,,2025-03-13,2019-12-13 00:00:00
9470-YFUYI,Male,69,No,Yes,Yes,No,0,United States,California,Redway,95560,40.142256,-123.852927,1851,Q3,Yes,10,,Yes,11.35,No,Yes,DSL,24,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,71.0,3,Stayed,No,55,5247,,,2025-03-13,2019-04-13 00:00:00
7402-EYFXX,Male,65,No,Yes,No,No,0,United States,California,Salyer,95563,40.89866,-123.539754,660,Q3,No,0,Offer C,Yes,25.04,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.6,5,Stayed,No,54,4030,,,2025-03-13,2023-01-13 00:00:00
1986-PHGZF,Male,73,No,Yes,No,No,0,United States,California,Greenwood,95635,38.921333,-120.897718,1140,Q3,No,0,Offer D,Yes,47.34,Yes,Yes,DSL,7,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,58.4,4,Stayed,No,54,2812,,,2025-03-13,2023-09-13 00:00:00
8024-XNAFQ,Female,66,No,Yes,No,No,0,United States,California,Isleton,95641,38.154823,-121.601358,2010,Q3,No,0,,Yes,31.31,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,107.4,4,Stayed,No,56,5294,,,2025-03-13,2019-03-13 00:00:00
2988-GBIVW,Female,68,No,Yes,Yes,No,0,United States,California,Knights Landing,95645,38.875508,-121.765866,1793,Q3,Yes,10,,Yes,38.5,Yes,Yes,Fiber Optic,25,Yes,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.85,4,Stayed,No,64,5129,,,2025-03-13,2019-05-13 00:00:00
5956-YHHRX,Male,75,No,Yes,No,No,0,United States,California,Pilot Hill,95664,38.803731,-121.043799,1173,Q3,No,0,Offer D,Yes,24.91,Yes,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,104.35,5,Stayed,No,22,4934,,,2025-03-13,2023-06-13 00:00:00
6008-NAIXK,Male,72,No,Yes,No,No,0,United States,California,Pine Grove,95665,38.400264,-120.641274,4354,Q3,No,0,,No,0.0,No,Yes,DSL,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,55.45,3,Stayed,No,58,4521,,,2025-03-13,2020-09-13 00:00:00
4007-NHVHI,Female,69,No,Yes,No,No,0,United States,California,Rio Linda,95673,38.688764,-121.457596,14010,Q3,No,0,,Yes,46.67,Yes,Yes,Fiber Optic,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,96.85,3,Stayed,No,57,5679,,,2025-03-13,2020-07-13 00:00:00
8979-CAMGB,Male,67,No,Yes,No,No,0,United States,California,Vacaville,95687,38.333133,-121.920151,63157,Q3,No,0,,Yes,10.07,Yes,Yes,Fiber Optic,26,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,102.1,5,Stayed,No,47,6100,,,2025-03-13,2019-11-13 00:00:00
7813-ZGGAW,Male,68,No,Yes,No,No,0,United States,California,Applegate,95703,38.983388,-120.988814,1526,Q3,No,0,Offer C,Yes,15.35,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.6,5,Stayed,No,40,3364,,,2025-03-13,2022-08-13 00:00:00
6583-KQJLK,Female,66,No,Yes,Yes,No,0,United States,California,Twin Bridges,95735,38.805481,-120.13287,25,Q3,Yes,5,Offer D,Yes,37.84,No,Yes,Fiber Optic,19,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,94.65,3,Stayed,No,70,5868,,,2025-03-13,2023-12-13 00:00:00
6139-ZZRBQ,Male,79,No,Yes,No,No,0,United States,California,Granite Bay,95746,38.749466,-121.184196,20675,Q3,No,0,,Yes,4.99,No,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,4,Stayed,No,44,4309,,,2025-03-13,2019-11-13 00:00:00
7594-LZNWR,Male,67,No,Yes,No,No,0,United States,California,Sacramento,95826,38.542532,-121.378826,38818,Q3,No,0,Offer C,Yes,13.56,No,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,69.15,3,Stayed,No,63,4478,,,2025-03-13,2022-05-13 00:00:00
3996-ZNWYK,Male,77,No,Yes,Yes,Yes,1,United States,California,Sacramento,95832,38.445939,-121.496855,9063,Q3,Yes,5,,Yes,32.12,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,4,Stayed,No,69,5819,,,2025-03-13,2019-04-13 00:00:00
8760-ZRHKE,Female,80,No,Yes,Yes,Yes,1,United States,California,Berry Creek,95916,39.657228,-121.37778,1279,Q3,Yes,7,,Yes,48.59,Yes,Yes,DSL,15,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,69.2,4,Stayed,No,65,5546,,,2025-03-13,2019-04-13 00:00:00
5216-WASFJ,Female,68,No,Yes,Yes,No,0,United States,California,Challenge,95925,39.461768,-121.195825,262,Q3,Yes,4,Offer C,Yes,5.3,Yes,Yes,Fiber Optic,3,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.85,3,Stayed,No,30,5603,,,2025-03-13,2022-08-13 00:00:00
4948-WBBKL,Female,80,No,Yes,No,No,0,United States,California,Dunnigan,95937,38.931425,-121.946081,19,Q3,No,0,Offer C,Yes,41.57,Yes,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.9,3,Stayed,No,23,5041,,,2025-03-13,2022-03-13 00:00:00
8348-JLBUG,Male,77,No,Yes,Yes,No,0,United States,California,North San Juan,95960,39.423046,-120.984472,565,Q3,Yes,5,,Yes,14.87,No,Yes,Fiber Optic,16,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Credit Card,80.3,3,Stayed,No,34,4270,,,2025-03-13,2019-11-13 00:00:00
3339-EAQNV,Male,75,No,Yes,Yes,No,0,United States,California,Palermo,95968,39.435756,-121.552071,1254,Q3,Yes,7,,Yes,11.23,Yes,Yes,Fiber Optic,20,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,97.25,5,Stayed,No,69,6156,,,2025-03-13,2019-03-13 00:00:00
5730-RIITO,Female,73,No,Yes,No,No,0,United States,California,Willows,95988,39.493991,-122.286363,8812,Q3,No,0,,No,0.0,No,Yes,DSL,18,Yes,Yes,No,No,No,No,No,No,Two Year,Yes,Credit Card,33.45,3,Stayed,No,79,4757,,,2025-03-13,2021-08-13 00:00:00
7515-LODFU,Male,67,No,Yes,No,No,0,United States,California,Burney,96013,40.946785,-121.719489,4552,Q3,No,0,,Yes,20.62,No,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.3,3,Stayed,No,21,4042,,,2025-03-13,2019-06-13 00:00:00
8041-TMEID,Male,73,No,Yes,Yes,No,0,United States,California,Corning,96021,39.913777,-122.289984,13840,Q3,Yes,1,,Yes,37.12,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.5,4,Stayed,No,49,6453,,,2025-03-13,2019-12-13 00:00:00
6941-KXRRV,Female,65,No,Yes,Yes,No,0,United States,California,Dorris,96023,41.949216,-122.050062,1162,Q3,Yes,10,,Yes,34.43,No,Yes,DSL,2,No,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,58.95,3,Stayed,No,49,4815,,,2025-03-13,2021-03-13 00:00:00
4501-UYKBC,Female,65,No,Yes,No,No,0,United States,California,Igo,96047,40.524535,-122.647172,911,Q3,No,0,,Yes,16.04,Yes,Yes,DSL,26,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,69.1,3,Stayed,No,30,3856,,,2025-03-13,2021-05-13 00:00:00
5304-EFJLP,Male,72,No,Yes,Yes,No,0,United States,California,Los Molinos,96055,40.059385,-122.091481,3756,Q3,Yes,4,,Yes,16.92,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,111.65,4,Stayed,No,36,4406,,,2025-03-13,2019-03-13 00:00:00
8875-AKBYH,Male,78,No,Yes,No,No,0,United States,California,Mineral,96063,40.408796,-121.579609,124,Q3,No,0,Offer D,Yes,25.51,Yes,Yes,Fiber Optic,9,No,No,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,84.35,4,Stayed,No,70,4915,,,2025-03-13,2023-07-13 00:00:00
0533-UCAAU,Male,72,No,Yes,Yes,No,0,United States,California,Montgomery Creek,96065,40.877552,-121.885884,431,Q3,Yes,2,,Yes,48.16,Yes,Yes,DSL,10,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Credit Card,71.1,5,Stayed,No,40,5462,,,2025-03-13,2020-06-13 00:00:00
1394-SUIUH,Female,70,No,Yes,Yes,No,0,United States,California,Mount Shasta,96067,41.33832,-122.290756,7309,Q3,Yes,4,,Yes,44.44,No,Yes,Fiber Optic,6,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,85.15,4,Stayed,No,45,2672,,,2025-03-13,2021-07-13 00:00:00
8565-WUXZU,Male,77,No,Yes,Yes,No,0,United States,California,Vina,96092,39.955164,-122.018567,439,Q3,Yes,7,,Yes,5.51,No,Yes,Fiber Optic,2,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,84.8,4,Stayed,No,54,4240,,,2025-03-13,2019-03-13 00:00:00
2055-BFOCC,Male,65,No,Yes,Yes,No,0,United States,California,Likely,96116,41.266008,-120.490731,277,Q3,Yes,1,,Yes,40.65,No,Yes,DSL,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.0,3,Stayed,No,42,5688,,,2025-03-13,2019-12-13 00:00:00
4584-LBNMK,Male,79,No,Yes,Yes,No,0,United States,California,Portola,96122,39.786755,-120.445626,4236,Q3,Yes,5,,Yes,44.91,Yes,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.7,4,Stayed,No,61,5644,,,2025-03-13,2021-06-13 00:00:00
3898-GUYTS,Female,71,No,Yes,No,No,0,United States,California,Ravendale,96123,40.845738,-120.322219,61,Q3,No,0,,Yes,12.67,Yes,Yes,Fiber Optic,4,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,97.05,3,Stayed,No,34,4735,,,2025-03-13,2021-06-13 00:00:00
3703-KBKZP,Male,70,No,Yes,No,No,0,United States,California,Standish,96128,40.346634,-120.386422,408,Q3,No,0,Offer D,Yes,22.02,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.45,5,Stayed,No,47,5111,,,2025-03-13,2023-11-13 00:00:00
5117-IFGPS,Male,73,No,Yes,Yes,No,0,United States,California,Tahoe City,96145,39.178337,-120.162806,4002,Q3,Yes,7,Offer C,Yes,36.75,Yes,Yes,Fiber Optic,12,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,3,Stayed,No,67,2217,,,2025-03-13,2022-10-13 00:00:00
2197-OMWGI,Female,65,No,Yes,Yes,Yes,1,United States,California,Los Angeles,90014,34.043144,-118.251977,3524,Q3,Yes,4,,No,0.0,No,Yes,DSL,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,53.0,4,Stayed,No,31,5583,,,2025-03-13,2019-07-13 00:00:00
