customerid,gender,age,under30,seniorcitizen,married,dependents,numberofdependents,country,state,city,zipcode,latitude,longitude,population,quarter,referredafriend,numberofreferrals,offer,phoneservice,avgmonthlylongdistancecharges,multiplelines,internetservice,internettype,avgmonthlygbdownload,onlinesecurity,onlinebackup,deviceprotectionplan,premiumtechsupport,streamingtv,streamingmovies,streamingmusic,unlimiteddata,contract,paperlessbilling,paymentmethod,monthlycharge,satisfactionscore,customerstatus,churnlabel,churnscore,cltv,churncategory,churnreason,ingestiondate,customer_joined_date,customer_tenure_months,customers_all_type_services,total_spent_bycustomer_yearly
2632-UCGVD,Male,0.8524590163934427,No,Yes,Yes,No,0.0,United States,California,Fairfield,0.7370304114490162,0.6093053176387436,0.2249857569952971,0.7378080057754051,Q3,Yes,0.5454545454545454,,Yes,0.9971994398879775,Yes,Yes,Fiber Optic,0.16470588235294115,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,0.8139303482587065,0.24999999999999994,Churned,Yes,0.7362637362637362,0.5579275072270402,Price,Extra data charges,2025-03-13,2019-09-13 00:00:00,0.9154929577464788,True,0.8953617553117623
6425-YQLLO,Female,0.8032786885245902,No,Yes,Yes,No,0.0,United States,California,Pinole,0.7420718816067653,0.5784032593478052,0.19861124397547342,0.15869065486254916,Q3,Yes,0.09090909090909091,,Yes,0.5551110222044409,Yes,Yes,Fiber Optic,0.1294117647058823,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card,0.8726368159203981,0.24999999999999994,Churned,Yes,0.8901098901098901,0.9148321102957526,Other,Don't know,2025-03-13,2019-09-13 00:00:00,0.9154929577464788,True,0.7828773781419247
2091-RFFBA,Female,0.8360655737704918,No,Yes,No,No,0.0,United States,California,Port Costa,0.7428850219547894,0.5825754635271536,0.20819676882883684,0.0015388414993255661,Q3,No,0.0,,Yes,0.30866173234646926,Yes,Yes,Fiber Optic,0.023529411764705827,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5537313432835822,0.0,Churned,Yes,0.7692307692307692,0.12386035134534129,Attitude,Attitude of support person,2025-03-13,2022-08-13 00:00:00,0.4225352112676056,False,0.47479516733786975
6899-PPEEA,Female,0.7704918032786886,No,Yes,No,No,0.0,United States,California,Vallejo,0.7463002114164905,0.589910760863545,0.20319442970158375,0.3534300967000399,Q3,No,0.0,,Yes,0.06601320264052812,Yes,Yes,Fiber Optic,0.023529411764705827,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7791044776119402,0.24999999999999994,Churned,Yes,0.8351648351648351,0.543695797198132,Attitude,Attitude of service provider,2025-03-13,2022-02-13 00:00:00,0.5070422535211268,True,0.5478405776975419
4597-NUCQV,Male,0.7540983606557378,No,Yes,No,No,0.0,United States,California,Oakland,0.7480891201821435,0.5550211618831166,0.20597615603784208,0.521163820126527,Q3,No,0.0,,Yes,0.5797159431886377,Yes,Yes,Fiber Optic,0.3529411764705882,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8258706467661692,0.4999999999999999,Churned,Yes,0.901098901098901,0.50789415165666,Attitude,Attitude of support person,2025-03-13,2023-03-13 00:00:00,0.323943661971831,True,0.7587835022913483
3754-DXMRT,Male,0.9672131147540983,No,Yes,No,No,0.0,United States,California,San Pablo,0.7814278744511303,0.576681753365484,0.19377183750143812,0.5291809943575811,Q3,No,0.0,,Yes,0.8733746749349869,No,Yes,DSL,0.2941176470588235,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.25771144278606967,0.24999999999999994,Churned,Yes,0.8901098901098901,0.8120969535245719,Attitude,Attitude of support person,2025-03-13,2025-01-13 00:00:00,0.014084507042253558,False,0.46424107762810723
7130-VTEWQ,Female,0.9016393442622952,No,Yes,No,No,0.0,United States,California,San Rafael,0.7972027972027973,0.5806999118356752,0.17365118819651343,0.2696962212892072,Q3,No,0.0,,Yes,0.2760552110422084,Yes,Yes,Fiber Optic,0.07058823529411762,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.572139303482587,0.4999999999999999,Churned,Yes,0.956043956043956,0.482766288636869,Competitor,Competitor offered more data,2025-03-13,2024-07-13 00:00:00,0.09859154929577468,False,0.4763227329537564
7903-CMPEY,Male,0.9672131147540983,No,Yes,Yes,No,0.0,United States,California,Corte Madera,0.8007806147341031,0.5707011865134204,0.17704734969314306,0.08574766799019701,Q3,Yes,0.09090909090909091,,Yes,0.3502700540108022,Yes,Yes,Fiber Optic,0.24705882352941172,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.617412935323383,0.0,Churned,Yes,0.901098901098901,0.4747609517456081,Competitor,Competitor had better devices,2025-03-13,2025-02-13 00:00:00,0.0,False,0.5336758783502291
1704-NRWYE,Female,0.9836065573770494,No,Yes,No,No,0.0,United States,California,Point Reyes Station,0.8058220848918524,0.5851861608906963,0.14549440761120047,0.01780116647985258,Q3,No,0.0,,Yes,0.8669733946789359,No,Yes,Fiber Optic,0.023529411764705827,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6228855721393034,0.24999999999999994,Churned,Yes,0.7252747252747251,0.7202579497442739,Attitude,Attitude of support person,2025-03-13,2024-06-13 00:00:00,0.11267605633802824,True,0.7168448826551868
7481-ATQQS,Female,0.9344262295081969,No,Yes,No,No,0.0,United States,California,Boulder Creek,0.813953488372093,0.4907242476557461,0.21352497326252426,0.09982521800254575,Q3,No,0.0,Offer B,Yes,0.8977795559111823,Yes,Yes,Fiber Optic,0.17647058823529407,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,0.7223880597014924,0.24999999999999994,Churned,Yes,0.7142857142857142,0.8112074716477652,Attitude,Attitude of support person,2025-03-13,2021-02-13 00:00:00,0.676056338028169,False,0.7969726426885154
0023-HGHWL,Male,0.7868852459016393,No,Yes,No,No,0.0,United States,California,Morgan Hill,0.8189949585298423,0.4896416752221038,0.2623543164935626,0.3960712046659194,Q3,No,0.0,,No,0.0,No,Yes,Cable,0.10588235294117643,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0681592039800995,0.4999999999999999,Churned,Yes,0.8791208791208791,0.7636201912386035,Competitor,Competitor made better offer,2025-03-13,2025-02-13 00:00:00,0.0,False,0.028815442299680583
1792-UXAFY,Female,1.0,No,Yes,No,No,0.0,United States,California,San Jose,0.8308668076109937,0.5093227421326925,0.2365692101208972,0.17274920683169634,Q3,No,0.0,Offer D,Yes,0.6075215043008602,No,Yes,Fiber Optic,0.3294117647058823,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7054726368159204,0.0,Churned,Yes,0.923076923076923,0.6846786746720035,Dissatisfaction,Service dissatisfaction,2025-03-13,2023-10-13 00:00:00,0.22535211267605634,True,0.684418830717956
6161-UUUTA,Male,0.9508196721311476,No,Yes,No,No,0.0,United States,California,Stockton,0.8464791022930558,0.5684057034546744,0.28306387781099696,0.4715884263920816,Q3,No,0.0,,Yes,0.05961192238447688,No,Yes,Fiber Optic,0.03529411764705878,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6134328358208956,0.24999999999999994,Churned,Yes,0.934065934065934,0.5256837891927951,Price,Price too high,2025-03-13,2024-12-13 00:00:00,0.02816901408450706,True,0.4300097208721012
6543-XRMYR,Female,0.8852459016393444,No,Yes,No,No,0.0,United States,California,Stockton,0.8469669865018703,0.5835127078141995,0.2921632757318091,0.29259836236867603,Q3,No,0.0,,Yes,0.872374474894979,Yes,Yes,Fiber Optic,0.0941176470588235,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,0.81044776119403,0.0,Churned,Yes,0.7032967032967032,0.343562374916611,Dissatisfaction,Product dissatisfaction,2025-03-13,2022-09-13 00:00:00,0.4084507042253521,True,0.8496042216358839
2479-BRAMR,Male,0.9016393442622952,No,Yes,Yes,No,0.0,United States,California,Murphys,0.8531468531468531,0.5944977934467106,0.3819814094535172,0.04124475179056558,Q3,Yes,0.09090909090909091,Offer B,Yes,0.9169833966793359,Yes,Yes,Fiber Optic,0.2117647058823529,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6517412935323383,0.0,Churned,Yes,0.7252747252747251,0.6653324438514565,Competitor,Competitor offered more data,2025-03-13,2021-10-13 00:00:00,0.5633802816901408,False,0.7543396750451326
3714-JTVOV,Female,0.9344262295081969,No,Yes,Yes,No,0.0,United States,California,Crows Landing,0.8638803057407709,0.5187838489931058,0.32174163629692454,0.014220035336360376,Q3,Yes,0.09090909090909091,Offer B,Yes,0.058011602320464095,No,Yes,Fiber Optic,0.24705882352941172,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.5562189054726369,0.0,Churned,Yes,0.9780219780219779,0.0709361796753391,Attitude,Attitude of support person,2025-03-13,2021-09-13 00:00:00,0.5774647887323944,False,0.3895292320511041
8580-QVLOC,Female,0.9672131147540983,No,Yes,Yes,No,0.0,United States,California,Merced,0.8695722881769394,0.5151220474705304,0.374654188551365,0.21932290974029675,Q3,No,0.0,,Yes,0.515503100620124,Yes,Yes,DSL,0.07058823529411762,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,0.7383084577114428,0.0,Churned,Yes,0.8021978021978021,0.8214365132310428,Competitor,Competitor made better offer,2025-03-13,2019-03-13 00:00:00,0.9999999999999999,True,0.6753923066240799
2012-NWRPA,Female,0.9672131147540983,No,Yes,Yes,No,0.0,United States,California,Modesto,0.870710684664173,0.5440054584699038,0.33187788736793106,0.45217242624009724,Q3,Yes,0.09090909090909091,Offer D,Yes,0.02560512102420487,Yes,Yes,Fiber Optic,0.16470588235294115,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.808955223880597,0.4999999999999999,Churned,Yes,0.7252747252747251,0.25995107849677557,Competitor,Competitor made better offer,2025-03-13,2024-04-13 00:00:00,0.14084507042253525,True,0.55464518816831
8808-ELEHO,Male,0.7704918032786886,No,Yes,No,No,0.0,United States,California,Modesto,0.8708733127337779,0.5486066305142969,0.32403871960457753,0.24739251857058722,Q3,No,0.0,,Yes,0.10042008401680336,Yes,Yes,Fiber Optic,0.30588235294117644,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6268656716417911,0.0,Churned,Yes,0.7362637362637362,0.4022681787858572,Price,Price too high,2025-03-13,2024-07-13 00:00:00,0.09859154929577468,False,0.45354811831690045
9058-CBREO,Female,0.819672131147541,No,Yes,No,No,0.0,United States,California,Winton,0.8760774109611319,0.5172566808688516,0.3662062244626316,0.10878279537207668,Q3,No,0.0,,Yes,0.45129025805161027,Yes,Yes,Cable,0.023529411764705827,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.32139303482587067,0.0,Churned,Yes,0.9890109890109889,0.3010896152990882,Dissatisfaction,Product dissatisfaction,2025-03-13,2025-02-13 00:00:00,0.0,False,0.3621719205665879
8063-GBATB,Female,0.9016393442622952,No,Yes,No,No,0.0,United States,California,Cobb,0.8822572776061148,0.6678779826156918,0.1552501857105794,0.015008454129224691,Q3,No,0.0,,Yes,0.6235247049409882,Yes,Yes,Fiber Optic,0.2941176470588235,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6666666666666666,0.0,Churned,Yes,0.8241758241758241,0.7046920169001556,Competitor,Competitor had better devices,2025-03-13,2022-12-13 00:00:00,0.36619718309859156,False,0.6628940424940981
1069-XAIEM,Female,0.8032786885245902,No,Yes,No,No,0.0,United States,California,Mendocino,0.8877866319726786,0.7175741489825065,0.05516907552091738,0.021068829910519227,Q3,No,0.0,,Yes,0.3274654930986197,Yes,Yes,Fiber Optic,0.08235294117647055,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6646766169154228,0.0,Churned,Yes,0.9999999999999999,0.2161440960640426,Competitor,Competitor had better devices,2025-03-13,2025-02-13 00:00:00,0.0,False,0.5587418414109151
6987-XQSJT,Female,0.8032786885245902,No,Yes,No,No,0.0,United States,California,Blue Lake,0.8983574564969914,0.8916952352886078,0.046453415160413125,0.01494196097801928,Q3,No,0.0,,Yes,0.9155831166233247,Yes,Yes,Fiber Optic,0.11764705882352937,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6094527363184079,0.0,Churned,Yes,0.8021978021978021,0.8185456971314209,Attitude,Attitude of support person,2025-03-13,2020-09-13 00:00:00,0.7464788732394365,False,0.7243438411331762
0722-TROQR,Female,0.8032786885245902,No,Yes,No,No,0.0,United States,California,Davis,0.9131566108310294,0.6328638925894234,0.25944170982931014,0.6402340558922431,Q3,No,0.0,,Yes,0.5247049409881976,Yes,Yes,Fiber Optic,0.34117647058823525,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5636815920398011,0.0,Churned,Yes,0.8021978021978021,0.026462085835001092,Price,Lack of affordable download/upload speed,2025-03-13,2024-11-13 00:00:00,0.04225352112676062,False,0.5567282321899737
6402-ZFPPI,Female,0.918032786885246,No,Yes,No,No,0.0,United States,California,Fair Oaks,0.9151081476662872,0.6481015540756252,0.3014265955751378,0.3869806409939776,Q3,No,0.0,,Yes,0.7301460292058412,Yes,Yes,Fiber Optic,0.3529411764705882,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,0.8412935323383084,0.0,Churned,Yes,0.9780219780219779,0.6595508116522125,Price,Price too high,2025-03-13,2023-02-13 00:00:00,0.3380281690140845,True,0.8217608665463132
9965-YOKZB,Male,0.8852459016393444,No,Yes,No,No,0.0,United States,California,Grizzly Flats,0.9164091722231258,0.6464044997931706,0.37386692804480554,0.006155365997302292,Q3,No,0.0,,Yes,0.20084016803360671,Yes,Yes,Fiber Optic,0.1529411764705882,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6527363184079601,0.0,Churned,Yes,0.7252747252747251,0.3824772070269068,Dissatisfaction,Network reliability,2025-03-13,2024-06-13 00:00:00,0.11267605633802824,False,0.5064574364671572
3836-FZSDJ,Male,0.819672131147541,No,Yes,Yes,No,0.0,United States,California,Fresno,0.6048137908603025,0.4595729946496492,0.4488188174057189,0.42817789767653935,Q3,No,0.0,Offer A,Yes,0.44388877775555113,Yes,No,,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,0.06567164179104479,0.9999999999999998,Stayed,No,0.5274725274725274,0.5256837891927951,,,2025-03-13,2019-04-13 00:00:00,0.9859154929577464,False,0.18115539508401607
0504-HHAPI,Female,0.8688524590163935,No,Yes,No,No,0.0,United States,California,Guinda,0.9165718002927306,0.6670966976490966,0.20825800459832175,0.002061287687368213,Q3,No,0.0,,Yes,0.338867773554711,Yes,Yes,Fiber Optic,0.1294117647058823,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card,0.6970149253731343,0.4999999999999999,Churned,Yes,0.9999999999999999,0.09272848565710468,Other,Don't know,2025-03-13,2022-12-13 00:00:00,0.36619718309859156,False,0.5852659352867657
3791-LGQCY,Female,0.8032786885245902,No,Yes,Yes,No,0.0,United States,California,Loomis,0.9186859651975932,0.6648041913190301,0.30964099318284677,0.10619906149666586,Q3,Yes,0.09090909090909091,,Yes,0.6763352670534107,Yes,Yes,Cable,0.34117647058823525,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,0.8199004975124379,0.0,Churned,Yes,0.8791208791208791,0.622637313764732,Attitude,Attitude of support person,2025-03-13,2020-07-13 00:00:00,0.7746478873239435,True,0.788154422996806
8166-ZZTFS,Female,0.9016393442622952,No,Yes,Yes,No,0.0,United States,California,Roseville,0.9204748739632461,0.6570976533916262,0.30166659230659204,0.23901438151870358,Q3,Yes,0.09090909090909091,,Yes,0.43408681736347265,Yes,Yes,Cable,0.03529411764705878,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,0.6199004975124378,0.4999999999999999,Churned,Yes,0.9780219780219779,0.5330220146764509,Attitude,Attitude of support person,2025-03-13,2019-09-13 00:00:00,0.9154929577464788,True,0.5645049298708513
2956-GGUCQ,Male,0.8524590163934427,No,Yes,Yes,No,0.0,United States,California,Pioneer,0.9212880143112702,0.6369318049532551,0.39870104984225657,0.05214962858825542,Q3,Yes,0.09090909090909091,,Yes,0.04100820164032809,Yes,Yes,Fiber Optic,0.2588235294117647,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.6029850746268657,0.0,Churned,Yes,0.6593406593406592,0.23927062486101836,Attitude,Attitude of service provider,2025-03-13,2023-03-13 00:00:00,0.323943661971831,False,0.41626163032912095
2778-OCLGR,Male,0.918032786885246,No,Yes,Yes,No,0.0,United States,California,Soda Springs,0.9313709546267686,0.7147593330809494,0.3845385716593537,0.0007314246632596777,Q3,Yes,0.09090909090909091,,No,0.0,No,Yes,DSL,0.05882352941176469,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,0.2074626865671642,0.0,Churned,Yes,0.923076923076923,0.5754947742939737,Competitor,Competitor had better devices,2025-03-13,2023-03-13 00:00:00,0.323943661971831,False,0.12602416331065136
7067-KSAZT,Female,0.7704918032786886,No,Yes,Yes,No,0.0,United States,California,Chico,0.9638965685477314,0.7575413029077642,0.24377198094548647,0.3119193723046526,Q3,Yes,0.09090909090909091,,Yes,0.373874774954991,Yes,Yes,Fiber Optic,0.3529411764705882,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,0.8756218905472637,0.0,Churned,Yes,0.7032967032967032,0.8810317989770958,Competitor,Competitor made better offer,2025-03-13,2019-10-13 00:00:00,0.9014084507042253,True,0.7220524927093459
9300-AGZNL,Male,0.9344262295081969,No,Yes,No,No,0.0,United States,California,Elk Creek,0.9656854773133843,0.7416723623180596,0.1688181130459785,0.005471436442046479,Q3,No,0.0,,Yes,0.4370874174834967,Yes,Yes,Fiber Optic,0.34117647058823525,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.7537313432835822,0.0,Churned,Yes,0.6813186813186812,0.48321102957527234,Dissatisfaction,Product dissatisfaction,2025-03-13,2025-02-13 00:00:00,0.0,True,0.658936258852937
1112-CUNAO,Female,0.7868852459016393,No,Yes,No,No,0.0,United States,California,Grimes,0.9674743860790374,0.6886055822805544,0.23798396414254927,0.004939491232403087,Q3,No,0.0,Offer D,Yes,0.08561712342468492,Yes,Yes,Fiber Optic,0.07058823529411762,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,0.7124378109452736,0.24999999999999994,Churned,Yes,0.945054945054945,0.1478763620191238,Dissatisfaction,Service dissatisfaction,2025-03-13,2023-12-13 00:00:00,0.19718309859154934,False,0.5081238716844882
3389-YGYAI,Female,0.9836065573770494,No,Yes,No,No,0.0,United States,California,Princeton,0.9707269474711335,0.7302690463060975,0.2237791452337359,0.004597526454775153,Q3,No,0.0,,Yes,0.903380676135227,Yes,Yes,Fiber Optic,0.17647058823529407,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.8681592039800995,0.4999999999999999,Churned,Yes,0.7362637362637362,0.7878585723815876,Price,Price too high,2025-03-13,2024-07-13 00:00:00,0.09859154929577468,True,0.9006388001666437
3070-DVEYC,Male,0.9672131147540983,No,Yes,No,No,0.0,United States,California,Williams,0.9734916246544154,0.6975866916414201,0.1995077198124225,0.04339153067234075,Q3,No,0.0,,Yes,0.648129625925185,Yes,Yes,Fiber Optic,0.08235294117647055,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,0.5522388059701493,0.24999999999999994,Churned,Yes,0.868131868131868,0.8083166555481431,Attitude,Attitude of support person,2025-03-13,2024-08-13 00:00:00,0.08450704225352118,False,0.5915845021524789
5707-ORNDZ,Male,0.9836065573770494,No,Yes,No,No,0.0,United States,California,Yuba City,0.9744673930720442,0.6931382895653219,0.2567462477757524,0.26383532496152895,Q3,No,0.0,Offer E,Yes,0.04900980196039201,Yes,Yes,DSL,0.08235294117647055,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.3611940298507462,0.0,Churned,Yes,0.8131868131868131,0.5899488547920836,Dissatisfaction,Network reliability,2025-03-13,2024-06-13 00:00:00,0.11267605633802824,False,0.2503124566032495
8696-JKZNU,Female,0.9672131147540983,No,Yes,No,No,0.0,United States,California,Anderson,0.9767441860465117,0.8390977152650583,0.19733103057821505,0.203345555407793,Q3,No,0.0,Offer C,Yes,0.5391078215643128,Yes,Yes,Fiber Optic,0.19999999999999996,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.5771144278606966,0.4999999999999999,Churned,Yes,0.945054945054945,0.8574605292417166,Other,Don't know,2025-03-13,2022-02-13 00:00:00,0.5070422535211268,False,0.571101235939453
2055-PDADH,Female,0.8524590163934427,No,Yes,No,No,0.0,United States,California,Big Bend,0.9773946983249309,0.9079810242051631,0.23962971254505303,0.0024127514865968924,Q3,No,0.0,Offer E,Yes,0.04520904180836166,No,Yes,Fiber Optic,0.03529411764705878,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.518905472636816,0.4999999999999999,Churned,Yes,0.6813186813186812,0.10851678897042466,Other,Don't know,2025-03-13,2024-12-13 00:00:00,0.02816901408450706,False,0.35904735453409253
2302-ANTDP,Female,0.9344262295081969,No,Yes,Yes,No,0.0,United States,California,Hat Creek,0.9821109123434706,0.8753677721705424,0.2796508987363171,0.003666622337899189,Q3,Yes,0.8181818181818181,,Yes,0.8609721944388877,Yes,Yes,Fiber Optic,0.05882352941176469,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,0.9870646766169155,0.0,Churned,Yes,0.6813186813186812,0.8699132755170114,Competitor,Competitor offered more data,2025-03-13,2021-03-13 00:00:00,0.6619718309859155,True,0.9688932092764895
5233-GEEAX,Male,0.7540983606557378,No,Yes,No,No,0.0,United States,California,Lewiston,0.9840624491787282,0.866277480654187,0.14814040619990898,0.017421205615821556,Q3,No,0.0,Offer E,No,0.0,No,Yes,DSL,0.047058823529411736,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.11094527363184081,0.0,Churned,Yes,0.8791208791208791,0.8823660217923059,Competitor,Competitor had better devices,2025-03-13,2024-07-13 00:00:00,0.09859154929577468,False,0.05867240661019296
